Trial,Combination,Clients,Client 1 Accuracy,Client 1 Shapley Value,Client 2 Accuracy,Client 2 Shapley Value,Client 3 Accuracy,Client 3 Shapley Value,Client 4 Accuracy,Client 4 Shapley Value,Client 5 Accuracy,Client 5 Shapley Value,Client 6 Accuracy,Client 6 Shapley Value,Client 7 Accuracy,Client 7 Shapley Value,Client 8 Accuracy,Client 8 Shapley Value,Client 9 Accuracy,Client 9 Shapley Value,Client 10 Accuracy,Client 10 Shapley Value,Global Accuracy,Subsample Ratio,Max Iter
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4550342130987292,0.04361623179387537,0.42717497556207235,0.049739428547947065,0.612375366568915,0.12333506264917468,0.5901466275659824,0.11306829550118641,0.6064907135874877,0.11991211797896523,0.5786901270772239,0.09971318306141237,0.6002150537634409,0.11571741413714466,0.5790029325513196,0.10684170669531395,0.5837145650048876,0.11828499565347335,0.5636168132942326,0.10977156398150628,0.6343499511241447,0.5,10
2,0000000011,"1,2",0.4518475073313783,0.04287740760669203,0.438455522971652,0.050172680078518106,,,,,,,,,,,,,,,,,0.4581622678396872,0.5,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4518475073313783,0.04287740760669203,0.438455522971652,0.050172680078518106,0.6113782991202346,0.11913768321725007,0.5915933528836754,0.11547731145188776,0.6118475073313783,0.11972589653145196,0.5859237536656892,0.10207760390199169,0.6039882697947214,0.1184935083051844,0.5767546432062561,0.10632362319273825,0.5833626588465298,0.11333415538217805,0.5650830889540567,0.11238013033210772,0.6228739002932552,0.5,10
3,0000000011,"1,2",0.4508895405669599,0.04216872495229071,0.4291300097751711,0.048678332329830196,,,,,,,,,,,,,,,,,0.4566568914956012,0.5,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4508895405669599,0.04216872495229071,0.4291300097751711,0.048678332329830196,0.6146432062561095,0.11616774892890129,0.59386119257087,0.11968418110950661,0.6064711632453568,0.11818837251412137,0.5793157380254155,0.10110934946004663,0.6024828934506354,0.11610750193462692,0.5787878787878787,0.10459121107867524,0.5872922776148582,0.12061972087399497,0.5679374389051809,0.11268485681800662,0.632394916911046,0.5,10
4,0000000011,"1,2",0.45147605083088954,0.0469894900180103,0.4275464320625611,0.04803319165537352,,,,,,,,,,,,,,,,,0.4558357771260997,0.5,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45147605083088954,0.0469894900180103,0.4275464320625611,0.04803319165537352,0.607741935483871,0.11736403218015924,0.5931573802541544,0.11456188364220884,0.6070576735092864,0.1157148625948675,0.5872140762463343,0.103456003566882,0.6026001955034214,0.11596740673600951,0.5807820136852395,0.10839712019258037,0.5848093841642229,0.11570734603643931,0.5665884652981427,0.11380866337746959,0.6347605083088954,0.5,10
5,0000000011,"1,2",0.4498729227761486,0.044860664260720336,0.43141739980449656,0.04570417935523998,,,,,,,,,,,,,,,,,0.4558162267839687,0.5,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4498729227761486,0.044860664260720336,0.43141739980449656,0.04570417935523998,0.612375366568915,0.11736053941455311,0.5967937438905181,0.1167161972203556,0.601466275659824,0.11590423977584066,0.5805474095796677,0.09939151708612502,0.6063147605083089,0.12039914679387637,0.5782404692082111,0.10571335616658487,0.5830694037145651,0.11995169071376909,0.5644183773216032,0.11399846921293502,0.6276246334310851,0.5,10
6,0000000011,"1,2",0.4576930596285435,0.05496143926269289,0.42735092864125124,0.04144304999531777,,,,,,,,,,,,,,,,,0.4583186705767351,0.5,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4576930596285435,0.05496143926269289,0.42735092864125124,0.04144304999531777,0.6110850439882698,0.11642172355667925,0.5997653958944281,0.1149843289085547,0.6071749755620723,0.11655913215417282,0.5866666666666667,0.10346167484119181,0.6075268817204301,0.11546032672738042,0.5843988269794721,0.10923388457726588,0.5879960899315738,0.11411474916498895,0.5675073313782991,0.11335969081175595,0.6362463343108504,0.5,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.453822091886608,0.04815808725724934,0.4324535679374389,0.04524134669386067,0.6117693059628544,0.11778381267673611,0.5910850439882698,0.11514872946902749,0.6052003910068426,0.11881351423250869,0.5817399804496579,0.10342551949395555,0.6017790811339199,0.11587875518508693,0.5820332355816227,0.11118456445272078,0.5774389051808406,0.1137379548343233,0.5621700879765396,0.11062771570453152,0.6299120234604105,0.5,10
8,0000000011,"1,2",0.4575562072336266,0.05249393587313237,0.4300097751710655,0.05107084375567227,,,,,,,,,,,,,,,,,0.4586314760508309,0.5,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4575562072336266,0.05249393587313237,0.4300097751710655,0.05107084375567227,0.6108895405669599,0.12044225902921571,0.5967350928641251,0.11249406691068771,0.6048875855327468,0.11900846551140049,0.5810557184750733,0.10043747130520168,0.5990420332355816,0.11546575600418939,0.5801759530791789,0.10722828634909007,0.5893841642228739,0.1155742987792153,0.5598044965786901,0.10578461648219463,0.6394134897360704,0.5,10
9,0000000011,"1,2",0.45304007820136855,0.0433873446095287,0.43513196480938415,0.046520254476969454,,,,,,,,,,,,,,,,,0.4629325513196481,0.5,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45304007820136855,0.0433873446095287,0.43513196480938415,0.046520254476969454,0.6008602150537634,0.11485989459057608,0.5847507331378299,0.11517707173633428,0.6027174975562072,0.11970288830168017,0.5850439882697948,0.10061618410731106,0.6066862170087977,0.11753020373955554,0.5829130009775171,0.1092924781150503,0.5886608015640273,0.1196678644332864,0.567624633431085,0.11324581588970806,0.624652981427175,0.5,10
10,0000000011,"1,2",0.4532355816226784,0.04491569373252641,0.42932551319648093,0.05020276500855287,,,,,,,,,,,,,,,,,0.4589638318670577,0.5,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4532355816226784,0.04491569373252641,0.42932551319648093,0.05020276500855287,0.6164027370478984,0.11823681611189699,0.5930205278592375,0.11819956131652042,0.6062365591397849,0.11851738402042299,0.5903616813294232,0.10170068202107815,0.6070576735092864,0.11449783278216306,0.5809579667644184,0.10360766721563276,0.5871945259042033,0.11836022338675593,0.5703030303030303,0.11176137440444972,0.6336852394916911,0.5,10
1,0000000010,2,,,0.4036363636363636,0.03017269475930888,,,,,,,,,,,,,,,,,0.4134310850439883,0.5,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.463030303030303,0.06833251612779175,0.4036363636363636,0.03017269475930888,0.6069403714565005,0.11565246651860821,0.601642228739003,0.11645687317931415,0.6078201368523949,0.11814304461942256,0.5761485826001955,0.10492518963975643,0.610830889540567,0.12513483891436655,0.5939980449657869,0.10908620797400334,0.5781427174975562,0.11303993250843641,0.555386119257087,0.09905623575899149,0.6455522971652004,0.5,100
2,0000000011,"1,2",0.4613294232649071,0.07002388478060802,0.41685239491691106,0.03347005396282561,,,,,,,,,,,,,,,,,0.4746432062561095,0.5,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4613294232649071,0.07002388478060802,0.41685239491691106,0.03347005396282561,0.6040469208211143,0.11338407615494529,0.6049657869012708,0.11780156386094497,0.6120039100684262,0.1172253065172386,0.5780254154447703,0.10206925352658287,0.6049071358748778,0.12586571226241655,0.5914565004887585,0.10960856595086321,0.5815053763440861,0.10850372212722577,0.5587292277614858,0.10204786085634861,0.6288367546432062,0.5,100
3,0000000011,"1,2",0.460058651026393,0.06927239009676656,0.39732160312805476,0.021720718955395298,,,,,,,,,,,,,,,,,0.46498533724340174,0.5,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.460058651026393,0.06927239009676656,0.39732160312805476,0.021720718955395298,0.604535679374389,0.11341351243850947,0.6049462365591398,0.12126869091001283,0.610752688172043,0.11905094582975054,0.5794721407624633,0.1035972629235129,0.6007429130009775,0.12406273701799442,0.5883088954056696,0.10910344074574524,0.5786901270772239,0.11616749092873051,0.5574975562072336,0.10234281015358289,0.6366373411534701,0.5,100
4,0000000011,"1,2",0.461544477028348,0.07007553354481856,0.4312609970674487,0.028887687598664395,,,,,,,,,,,,,,,,,0.4697947214076246,0.5,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.461544477028348,0.07007553354481856,0.4312609970674487,0.028887687598664395,0.601524926686217,0.11026651447094549,0.6078592375366569,0.11782286006858017,0.6072336265884652,0.11478121017395969,0.5797849462365592,0.10806783850590494,0.6163831867057673,0.1265123662656393,0.5946432062561094,0.11070352011943131,0.5798240469208211,0.10967233598150028,0.5579276637341154,0.10321013327055639,0.6406451612903226,0.5,100
5,0000000011,"1,2",0.46025415444770285,0.07130658390655303,0.38973607038123165,0.024160528542890573,,,,,,,,,,,,,,,,,0.4658651026392962,0.5,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46025415444770285,0.07130658390655303,0.38973607038123165,0.024160528542890573,0.606119257086999,0.11385228156151883,0.6045747800586511,0.11913018234778935,0.6034017595307918,0.11655857910430159,0.5681915933528837,0.10381643688680259,0.6071358748778104,0.12857104724510185,0.587683284457478,0.10802754652181193,0.5763831867057674,0.1135445881183637,0.5535679374389052,0.10103222576486677,0.6306940371456501,0.5,100
6,0000000011,"1,2",0.4621114369501466,0.0733167286342689,0.4145650048875855,0.03196397296699724,,,,,,,,,,,,,,,,,0.4720039100684262,0.5,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4621114369501466,0.0733167286342689,0.4145650048875855,0.03196397296699724,0.6048289345063539,0.11223952272339395,0.6097165200391007,0.11789205418237679,0.6119452590420332,0.11692935014507594,0.5787878787878787,0.10369849124889463,0.6071163245356793,0.12142932299182287,0.5906744868035191,0.11023687334171202,0.5842424242424242,0.10904997313767473,0.5606451612903226,0.1032437106277832,0.64,0.5,100
7,0000000011,"1,2",0.45960899315738024,0.06994172194273517,0.4335874877810362,0.035111865507002266,,,,,,,,,,,,,,,,,0.4580449657869013,0.5,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45960899315738024,0.06994172194273517,0.4335874877810362,0.035111865507002266,0.6021114369501466,0.11259643767242557,0.6018963831867058,0.11499971003517137,0.6122580645161291,0.11796162766274212,0.5657673509286413,0.1033345467995925,0.6088954056695992,0.12433403119826623,0.5929032258064516,0.1133980807739671,0.5752883675464321,0.10701415174566134,0.5540957966764418,0.10130782666243665,0.636774193548387,0.5,100
8,0000000011,"1,2",0.46236559139784944,0.0722753810559059,0.38981427174975564,0.024523929901603257,,,,,,,,,,,,,,,,,0.46694037145650047,0.5,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46236559139784944,0.0722753810559059,0.38981427174975564,0.024523929901603257,0.6073118279569892,0.11561747789261843,0.6063343108504399,0.11696644348623716,0.6086999022482893,0.11828207646878937,0.5759726295210166,0.10358615077559405,0.6066471163245357,0.12646645432023854,0.5925708699902248,0.11061627411468145,0.5842619745845552,0.11283673882111622,0.5558748778103617,0.09882907316321544,0.6444770283479961,0.5,100
9,0000000011,"1,2",0.4595307917888563,0.06789686082657359,0.4358944281524927,0.03343726466706055,,,,,,,,,,,,,,,,,0.46987292277614856,0.5,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4595307917888563,0.06789686082657359,0.4358944281524927,0.03343726466706055,0.5924535679374389,0.10930206816879015,0.6022678396871946,0.11651147215246217,0.6050439882697948,0.11689998988419611,0.5748582600195503,0.10388762074824705,0.6069794721407624,0.12537092502918662,0.5939198435972629,0.11010808272284205,0.5818963831867058,0.11298882667913794,0.5598044965786901,0.10359688912150339,0.6350146627565982,0.5,100
10,0000000011,"1,2",0.4604496578690127,0.06734681494634108,0.41634408602150536,0.025138993882071664,,,,,,,,,,,,,,,,,0.4704985337243402,0.5,100
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4604496578690127,0.06734681494634108,0.41634408602150536,0.025138993882071664,0.604633431085044,0.11358361510573549,0.6041055718475073,0.12096737056049775,0.6097947214076246,0.11865395565478656,0.5807624633431085,0.10540248526188732,0.6088172043010752,0.12382626167621864,0.5944281524926687,0.10919557153405268,0.5816813294232649,0.11315736720071592,0.5574780058651027,0.10272756417769333,0.635464320625611,0.5,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45382121503396816,0.04333711029334729,0.4315504797901631,0.048926715561278984,0.6115084472393737,0.12119169101409634,0.5902640882357733,0.11220470715616732,0.6082664016552354,0.1213724367935015,0.5797559505384402,0.09980140895080394,0.6014727684462619,0.11656245885192636,0.5813036607419234,0.10839298402669993,0.5843664977761848,0.11813304642297623,0.5643603069353709,0.11007744092920148,0.6343493915055147,0.6,10
2,0000000011,"1,2",0.45225721314413253,0.043794407539123406,0.43251168928495787,0.05007039348279373,,,,,,,,,,,,,,,,,0.4585620957625324,0.6,10
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45225721314413253,0.043794407539123406,0.43251168928495787,0.05007039348279373,0.6151577849823235,0.11906680691517076,0.5927404245613463,0.11665531755558382,0.6109219465306854,0.11908412052258914,0.589139961877454,0.1025206727786185,0.6032811456313844,0.11687433676043339,0.5764976132679493,0.10576689132936194,0.5836822469493818,0.11486460179117147,0.5639855981492644,0.11130245132515368,0.6243300043987553,0.6,10
3,0000000011,"1,2",0.4522409214577801,0.04415671067228483,0.42912301852364737,0.050619272279740286,,,,,,,,,,,,,,,,,0.45835030383995046,0.6,10
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4522409214577801,0.04415671067228483,0.42912301852364737,0.050619272279740286,0.6146690343917499,0.11666982339537729,0.5946954269236409,0.11935339126955431,0.6070445251788013,0.11801743908128523,0.5811896189374562,0.10017903161402326,0.6046985223440479,0.11561767956661802,0.5782896987667193,0.10450186410979848,0.5872175428878643,0.11941490648293684,0.5676186442058617,0.11146988152838146,0.6307815121943272,0.6,10
4,0000000011,"1,2",0.45300663071634545,0.04989617928393966,0.43006793633208973,0.05138712233260154,,,,,,,,,,,,,,,,,0.45642788485036084,0.6,10
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45300663071634545,0.04989617928393966,0.43006793633208973,0.05138712233260154,0.6088691940502762,0.11558920946809202,0.5932780502109773,0.112497299402457,0.6061973574884736,0.11519028247844218,0.5892377119955686,0.10364950223723185,0.6020592691549502,0.11542533599088385,0.5801469510108992,0.10700378652202837,0.5876411267330282,0.1158854731406284,0.569492188136394,0.11347580914369529,0.6367768527720304,0.6,10
5,0000000011,"1,2",0.4469949984522898,0.047792538293460154,0.4316156465355729,0.0471342094014716,,,,,,,,,,,,,,,,,0.45440771574265654,0.6,10
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4469949984522898,0.047792538293460154,0.4316156465355729,0.0471342094014716,0.6085596520095795,0.11606859991912834,0.5920887571072482,0.11416324240014805,0.6004952672651146,0.11611759897809906,0.5838940388719637,0.10074024130413552,0.6041283133217119,0.11891870669688856,0.5808637852104072,0.10675705782239324,0.5831446212997508,0.11957623181882421,0.5646209739170102,0.11273157336545117,0.6273765497466642,0.6,10
6,0000000011,"1,2",0.4543425489972467,0.04728504297489741,0.4284387676968443,0.03900854892111346,,,,,,,,,,,,,,,,,0.4588064710578192,0.6,10
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4543425489972467,0.04728504297489741,0.4284387676968443,0.03900854892111346,0.611589905671136,0.1169107454158684,0.5979374725077793,0.11523723724825356,0.6083152767142928,0.11727894737485696,0.5842035809126602,0.10417356013612084,0.6053013147390887,0.1151599468331615,0.5819390365096692,0.10934250057776762,0.5893354621136834,0.11816881123367526,0.5686613121324188,0.11743465928428565,0.6344471416236295,0.6,10
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4483146250468386,0.04399951029970145,0.4307196037861879,0.04455175607183254,0.6118016975937179,0.11758287582857399,0.5915674231439696,0.11471006994429543,0.6042097717534742,0.11888543145713308,0.582004203255079,0.10345471461628251,0.6042260634398267,0.11837187159844893,0.5813199524282758,0.11016789460862113,0.5808637852104072,0.11542577472309778,0.5654844332936902,0.11285010085201296,0.6305208452126879,0.6,10
8,0000000011,"1,2",0.45781267819031946,0.04961021260024587,0.4298561444095078,0.04980456881619678,,,,,,,,,,,,,,,,,0.4567700102637624,0.6,10
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45781267819031946,0.04961021260024587,0.4298561444095078,0.04980456881619678,0.6088854857366286,0.11997030654837935,0.5925775076978218,0.1120018943773097,0.6027435199817534,0.11849075527646938,0.584122122480898,0.10150476231041021,0.6001368501653607,0.11659674305023164,0.581433994232743,0.1073870878106759,0.5893843371727407,0.11604412844446098,0.5639041397175022,0.10858954076562034,0.6374936869715384,0.6,10
9,0000000011,"1,2",0.4520617129079031,0.04221105376574144,0.43115947931770415,0.046651204563745934,,,,,,,,,,,,,,,,,0.4615760577377364,0.6,10
9,1000100011,"1,2,6,10",0.4520617129079031,0.04221105376574144,0.43115947931770415,0.046651204563745934,,,,,,,0.5811896189374562,0.0994332946469776,,,,,,,0.567700102637624,0.1135428782068103,0.5758133624411463,0.6,10
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4520617129079031,0.04221105376574144,0.43115947931770415,0.046651204563745934,0.6041283133217119,0.11568650866213637,0.5874456264967987,0.11576913699572441,0.6019289356641306,0.11915323943288186,0.5811896189374562,0.0994332946469776,0.6088203189912188,0.11900459965426922,0.5838614554992587,0.11029777505770824,0.5823137452957756,0.11825030901400405,0.567700102637624,0.1135428782068103,0.6236620452583047,0.6,10
10,0000000011,"1,2",0.4527785471074111,0.04134868568815061,0.42801518385168047,0.0496111172365353,,,,,,,,,,,,,,,,,0.45867613756699954,0.6,10
10,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4527785471074111,0.04134868568815061,0.42801518385168047,0.0496111172365353,0.6181065802121177,0.12001732474140507,0.5939948844104853,0.11797114721027752,0.6099444453495382,0.12099102216995211,0.591404506280445,0.10240634226420181,0.605024356071097,0.11449399912610624,0.5805542431697105,0.1047056529498001,0.585914207979668,0.1181361457197577,0.5650608494485264,0.11031856289381377,0.6332578485199003,0.6,10
1,0000000011,"1,2",0.46206480832831004,0.06872201511650744,0.40056369234779493,0.028062573245316427,,,,,,,,,,,,,,,,,0.4613153907560972,0.6,100
1,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46206480832831004,0.06872201511650744,0.40056369234779493,0.028062573245316427,0.60663723301999,0.1150463908765813,0.6021407275867126,0.11581227022012656,0.6090809859728581,0.11772982607539308,0.5782734070803669,0.10574698270476474,0.6106612795490461,0.1258232803697127,0.5947768853554032,0.11040603768399959,0.58074974340594,0.11340940199681257,0.5565891725452502,0.09924122171078568,0.6436682360991186,0.6,100
2,0000000011,"1,2",0.46141314087421187,0.07104646571474586,0.4127661654257832,0.03331058099708436,,,,,,,,,,,,,,,,,0.472784737948225,0.6,100
2,1111111111,"1,2,3,4,5,6,7,8,9,10",0.46141314087421187,0.07104646571474586,0.4127661654257832,0.03331058099708436,0.6055782734070804,0.11316697728998414,0.605024356071097,0.11867574418115433,0.6120949479480621,0.11711355747517488,0.5744611524738926,0.10051766444135461,0.6068164415698669,0.12603194941606122,0.5911601309851583,0.10955891899798509,0.5799677424610221,0.1091690271573526,0.5577784656489794,0.10140911432910268,0.6293804271680161,0.6,100
3,0000000011,"1,2",0.461918183151138,0.07023552596730503,0.40212769423763056,0.023343521050553526,,,,,,,,,,,,,,,,,0.4671478144702758,0.6,100
3,1111111111,"1,2,3,4,5,6,7,8,9,10",0.461918183151138,0.07023552596730503,0.40212769423763056,0.023343521050553526,0.6053664814844985,0.11349945649259818,0.6052850230527362,0.12057885366246003,0.611622489043841,0.11842791702616134,0.5765139049543018,0.10290856686278425,0.6054805232889656,0.12596873695054175,0.5888141281504049,0.10884410030433155,0.5798048255974976,0.11534028316004463,0.5577947573353318,0.10085303852321988,0.6366139359085059,0.6,100
4,0000000011,"1,2",0.4612828073833923,0.07068116629605757,0.43174598002639253,0.03180187461420034,,,,,,,,,,,,,,,,,0.4697381926003161,0.6,100
4,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4612828073833923,0.07068116629605757,0.43174598002639253,0.03180187461420034,0.6015705185643766,0.10967217389414838,0.6084456102051123,0.11669460319069923,0.6097652367996611,0.11477972900867497,0.5781104902168424,0.10802761098355093,0.6159560776135938,0.12563225876806466,0.591257881103273,0.10928363790884699,0.5829328293771688,0.11012685415223052,0.5592773007934051,0.1033000911835272,0.642641859858914,0.6,100
5,0000000011,"1,2",0.4596373470617944,0.07161292386908773,0.3984294814356234,0.027071011378655998,,,,,,,,,,,,,,,,,0.46514393704892393,0.6,100
5,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4596373470617944,0.07161292386908773,0.3984294814356234,0.027071011378655998,0.6023362278229419,0.11238913830207052,0.6031833955132696,0.11745779461316734,0.6053827731708509,0.11702482891814552,0.5693455629592219,0.10401129620194613,0.612844365520275,0.12820627208516808,0.5906387970218797,0.10898334592705815,0.575731904009384,0.11378558547693257,0.5510662908717682,0.09945780322776758,0.6303905117218683,0.6,100
6,0000000011,"1,2",0.4607614734201137,0.07143459480655458,0.40968703670516937,0.026820687271470467,,,,,,,,,,,,,,,,,0.46980335934572587,0.6,100
6,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4607614734201137,0.07143459480655458,0.40968703670516937,0.026820687271470467,0.604486730421466,0.11229699902372747,0.6100421954676528,0.11818401217611689,0.6116387807301934,0.11734155787192845,0.5764650298952445,0.10487010322614544,0.6083804434597025,0.12243084737609115,0.5916977566347893,0.11108519845817716,0.5861422915886023,0.110282563129246,0.5605806357016014,0.10525343666054238,0.6396930646291198,0.6,100
7,0000000011,"1,2",0.4588064710578192,0.06924863343082809,0.4195272152620518,0.030508664371098244,,,,,,,,,,,,,,,,,0.4575520112086802,0.6,100
7,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4588064710578192,0.06924863343082809,0.4195272152620518,0.030508664371098244,0.6035581042993761,0.1123899228684135,0.6022058943321223,0.11536970904542432,0.6113781137485541,0.11803408785235325,0.5698994802952053,0.1040011376411959,0.6092764862090875,0.12577450077066663,0.5938156758606083,0.11315478776946465,0.5795441586158583,0.10937824703448513,0.5553347126961111,0.10214030921607022,0.6373796451670712,0.6,100
8,0000000011,"1,2",0.4630097261367524,0.0716588680187007,0.3970609797820172,0.025186946170209758,,,,,,,,,,,,,,,,,0.4677668985516691,0.6,100
8,1111111111,"1,2,3,4,5,6,7,8,9,10",0.4630097261367524,0.0716588680187007,0.3970609797820172,0.025186946170209758,0.603232270572327,0.11449266524580347,0.6032811456313844,0.11558087348882343,0.608217526596178,0.11825331417381607,0.5749987781235235,0.10461418327527118,0.61287694889298,0.12942614026296037,0.5911275476124533,0.10920061342655484,0.5820367866277838,0.11233717932462697,0.5564425473680781,0.09924921661323328,0.642462651309037,0.6,100
9,0000000011,"1,2",0.45953959694367963,0.06720525330565427,0.43285381469835943,0.0320178342945925,,,,,,,,,,,,,,,,,0.46841856600576726,0.6,100
9,1111111111,"1,2,3,4,5,6,7,8,9,10",0.45953959694367963,0.06720525330565427,0.43285381469835943,0.0320178342945925,0.5978071390169597,0.11030432256527237,0.601440185073557,0.11613417969833764,0.6068490249425718,0.11703785916656086,0.5694758964500416,0.10317923402824707,0.6137729916423649,0.12707066478658066,0.5941089262149525,0.11155090960573684,0.5797396588520878,0.11326586567178774,0.5596031345204542,0.10223387687722976,0.6338117658558837,0.6,100
10,0000000011,"1,2",0.4614457242469168,0.0675514626108751,0.4071129502614816,0.02384456322073162,,,,,,,,,,,,,,,,,0.46991740115019304,0.6,100
